"id","top","bottom","Horizon","DryHue","DryValue","DryChroma","MoistHue","MoistValue","MoistChroma","Texture","SandPercent","SandSize","ClayPercent","pH","Effervescence","Theta_fc","Theta_pwp","AWHC","HzNum",".id","depth","AWCcm"
"B4_8",0,6,"A","7.5YR",6,4,"7.5YR",4,4,"SL",65,"F",5,7.8,"SL",0.16366872,0.059024459,10.46442617,NA,1,6,62.78655702
"B4_8",6,18,"B","7.5YR",6,4,"7.5YR",4,4,"SL",60,"F",5,8,"ST",0.178911483,0.06204064,11.68708431,NA,2,12,140.24501172
"B4_8",18,112,"B2","7.5YR",7,4,"7.5YR",5,4,"SL",70,"F",5,8.2,"ST",0.144918306,0.053365269,9.155303766,NA,3,94,860.598554004
"B4_8",112,200,"B3","7.5YR",7,4,"7.5YR",5,4,"SL",65,"F",5,8.2,"ST",0.16366872,0.059024459,10.46442617,NA,4,88,920.86950296
"B4_9",0,7,"A","7.5YR",6,4,"7.5YR",5,4,"SL",60,"F",5,7.8,"SL",0.178911483,0.06204064,11.68708431,NA,1,7,81.80959017
"B4_9",7,7,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA
"B4_10",0,5,"A","5YR",5,4,"5YR",4,4,"LS",80,"F",8,8.1,"ST",0.109640891,0.050402787,5.923810471,NA,1,5,29.619052355
"B4_10",5,19,"BA","5YR",5,4,"5YR",4,4,"SL",75,"VF",12,8.2,"VE",0.152260151,0.065876753,8.638339797,NA,2,14,120.936757158
"B4_10",19,36,"Bw","5YR",6,4,"7.5YR",5,4,"SL",75,"F",12,8.2,"VE",0.152260151,0.065876753,8.638339797,NA,3,17,146.851776549
"B4_10",36,56,"Bkk","7.5YR",7,3,"7.5YR",6,4,"SL",75,"MID",10,8.2,"VE",0.142929541,0.060082649,8.284689241,NA,4,20,165.69378482
"B4_10",56,56,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA
"IL1_1",0,4,"A","7.5YR",6,4,"7.5YR",4,4,"SL",60,"VF",5,6.6,"NE",0.178911483,0.06204064,11.68708431,NA,1,4,46.74833724
"IL1_1",4,24,"B","7.5YR",5,6,"7.5YR",4,4,"SL",60,"VF",5,7.4,"SL",0.178911483,0.06204064,11.68708431,NA,2,20,233.7416862
"IL1_1",24,40,"C","7.5YR",7,6,"7.5YR",5,6,"SL",65,"F",5,8.2,"VE",0.16366872,0.059024459,10.46442617,NA,3,16,167.43081872
"IL1_1",40,40,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA
"IL1_3",0,7,"A","7.5YR",6,4,"7.5YR",4,4,"SL",70,"F",7,8.2,"ST",0.151075306,0.058220943,9.285436264,NA,1,7,64.998053848
"IL1_3",7,111,"B","7.5YR",6,4,"7.5YR",4,4,"SL",65,"F",7,8.1,"ST",0.167764684,0.063338233,10.44264508,NA,2,104,1086.03508832
"IL1_3",111,200,"B2","7.5YR",6,4,"7.5YR",3,4,"SL",55,"F",7,7.8,"ST",0.194530427,0.066222367,12.83080608,NA,3,89,1141.94174112
"IL1_4",0,7,"A","7.5YR",5,4,"7.5YR",3,4,"SL",65,"VF",7,7.6,"NE",0.167764684,0.063338233,10.44264508,NA,1,7,73.09851556
"IL1_4",7,13,"B","7.5YR",5,6,"7.5YR",4,4,"SL",55,"VF",7,8,"SL",0.194530427,0.066222367,12.83080608,NA,2,6,76.98483648
"IL1_4",13,54,"B2","7.5YR",6,4,"7.5YR",4,4,"L",50,"F",7,8.4,"ST",0.210536887,0.064920459,14.56164285,NA,3,41,597.02735685
"IL1_4",54,96,"Cr","7.5YR",8,1,"7.5YR",6,4,"SL",65,"CO",5,8.6,"VE",0.16366872,0.059024459,10.46442617,NA,4,42,439.50589914
"IL1_4",96,96,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA
"IL1_5",0,8,"A","7.5YR",6,4,"7.5YR",4,4,"SL",60,"F",5,6.5,"NE",0.178911483,0.06204064,11.68708431,NA,1,8,93.49667448
"IL1_5",8,25,"B","5YR",5,6,"7.5YR",4,4,"SL",70,"F",10,7.6,"NE",0.160883369,0.065950224,9.493314452,NA,2,17,161.386345684
"IL1_5",25,45,"B2","7.5YR",7,4,"7.5YR",4,4,"SL",70,"F",10,8,"SL",0.160883369,0.065950224,9.493314452,NA,3,20,189.86628904
"IL1_5",45,80,"CB","7.5YR",7,3,"7.5YR",5,4,"SL",60,"F",10,8.4,"ST",0.18588602,0.072333525,11.35524954,NA,4,35,397.4337339
"IL1_5",80,114,"C","7.5YR",7,4,"5YR",5,6,"SL",70,"F",5,8.2,"ST",0.144918306,0.053365269,9.155303766,NA,5,34,311.280328044
"IL1_5",114,121,"C2","7.5YR",8,2,"7.5YR",7,4,"LS",80,"F",5,8.2,"VE",0.093772599,0.042975928,5.079667113,NA,6,7,35.557669791
"IL1_5",121,121,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA
"IL1_8",0,7,"A","7.5YR",5,4,"7.5YR",4,4,"SL",70,"VF",7,7.2,"NE",0.151075306,0.058220943,9.285436264,NA,1,7,64.998053848
"IL1_8",7,20,"B","7.5YR",5,6,"7.5YR",4,4,"SL",70,"F",7,8,"ST",0.151075306,0.058220943,9.285436264,NA,2,13,120.710671432
"IL1_8",20,62,"B2","7.5YR",5,6,"5YR",4,4,"SL",60,"F",7,8,"ST",0.181338524,0.065918486,11.54200385,NA,3,42,484.7641617
"IL1_8",62,135,"BC","7.5YR",6,4,"7.5YR",4,4,"SL",70,"F",7,8.1,"ST",0.151075306,0.058220943,9.285436264,NA,4,73,677.836847272
"IL1_8",135,148,"C","7.5YR",6,4,"7.5YR",5,6,"SL",80,"CO",5,8.3,"VE",0.093772599,0.042975928,5.079667113,NA,5,13,66.035672469
"IL1_8",148,148,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA
"IL1_9",0,8,"A","7.5YR",5,4,"7.5YR",4,4,"SL",65,"MIX",10,7.8,"ST",0.17465399,0.070339948,10.43140426,NA,1,8,83.45123408
"IL1_9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"IL1_10",0,5,"A","7.5YR",6,4,"7.5YR",4,3,"SL",60,"F",7,7.8,"VS",0.181338524,0.065918486,11.54200385,NA,1,5,57.71001925
"IL1_10",5,74,"B","7.5YR",6,4,"7.5YR",4,4,"SL",60,"F",7,8.1,"ST",0.181338524,0.065918486,11.54200385,NA,2,69,796.39826565
"IL1_10",74,95,"BC","7.5YR",6,4,"7.5YR",5,4,"SL",70,"F",7,8.1,"ST",0.151075306,0.058220943,9.285436264,NA,3,21,194.994161544
"IL2_1",0,9,"A","7.5YR",6,4,"7.5YR",4,4,"SL",70,"F",5,7.8,"ST",0.144918306,0.053365269,9.155303766,NA,1,9,82.397733894
"IL2_1",9,9,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA
"IL2_2",0,5,"A","7.5YR",6,4,"7.5YR",3,4,"SL",60,"VF",5,7.6,"SL",0.178911483,0.06204064,11.68708431,NA,1,5,58.43542155
"IL2_2",5,45,"B","7.5YR",6,6,"7.5YR",4,6,"SL",50,"F",5,8.2,"ST",0.210873721,0.061173304,14.97004172,NA,2,40,598.8016688
"IL2_2",45,58,"Cr","2.5YR",7,4,"2.5YR",5,4,"SL",55,"CO",10,8.4,"VE",0.196941126,0.072335852,12.46052744,NA,3,13,161.98685672
"IL2_3",0,4,"A","7.5YR",6,4,"7.5YR",4,4,"SL",55,"F",7,6.4,"NE",0.194530427,0.066222367,12.83080608,NA,1,4,51.32322432
"IL2_3",4,24,"B","7.5YR",6,4,"7.5YR",4,4,"SL",60,"F",7,6.6,"NE",0.181338524,0.065918486,11.54200385,NA,2,20,230.840077
"IL2_3",24,34,"B2","7.5YR",6,6,"7.5YR",4,6,"SL",50,"F",5,7.6,"SL",0.210873721,0.061173304,14.97004172,NA,3,10,149.7004172
"IL2_3",34,158,"B3","5YR",7,4,"5YR",5,4,"SL",50,"F",5,8.2,"ST",0.210873721,0.061173304,14.97004172,NA,4,124,1856.28517328
"IL2_3",158,200,"Cr","5YR",8,2,"5YR",7,4,"L",50,"MIX",10,8.6,"VE",0.2106099,0.071038992,13.95709077,NA,5,42,586.19781234
"IL2_4",0,8,"A","7.5YR",5,4,"7.5YR",3,3,"SL",65,"F",7,7.6,"SL",0.167764684,0.063338233,10.44264508,NA,1,8,83.54116064
"IL2_4",8,28,"B","7.5YR",5,4,"7.5YR",4,4,"L",45,"F",7,8,"ST",0.230085589,0.063369427,16.67161622,NA,2,20,333.4323244
"IL2_4",28,43,"B2","7.5YR",5,4,"7.5YR",4,4,"SL",60,"F",7,8.2,"ST",0.181338524,0.065918486,11.54200385,NA,3,15,173.13005775
"IL2_4",43,43,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA
"IL2_5",0,6,"A","7.5YR",6,4,"7.5YR",4,4,"SL",70,"F",5,7.6,"NE",0.144918306,0.053365269,9.155303766,NA,1,6,54.931822596
"IL2_5",6,20,"B","5YR",5,6,"5YR",4,6,"SL",70,"F",5,7.8,"VS",0.144918306,0.053365269,9.155303766,NA,2,14,128.174252724
"IL2_5",20,38,"B2","5YR",6,6,"5YR",5,4,"SL",65,"F",5,8.2,"ST",0.16366872,0.059024459,10.46442617,NA,3,18,188.35967106
"IL2_5",38,75,"Ab1","5YR",6,4,"5YR",5,4,"SCL",50,"F",30,8.2,"ST",0.24397566,0.126120839,11.78548214,NA,4,37,436.06283918
"IL2_5",75,142,"C","5YR",8,4,"5YR",6,6,"LS",80,"F",5,8.2,"ST",0.093772599,0.042975928,5.079667113,NA,5,67,340.337696571
"IL2_5",142,200,"Ab2","5YR",6,4,"5YR",4,4,"CL",40,"F",38,8.2,"ST",0.273736878,0.147530833,12.62060452,NA,6,58,731.99506216
"IL2_7",0,7,"A","7.5YR",5,4,"7.5YR",4,4,"SL",70,"F",7,7.6,"VS",0.151075306,0.058220943,9.285436264,NA,1,7,64.998053848
"IL2_7",7,22,"B","5YR",5,6,"5YR",4,4,"SL",70,"F",7,7.6,"SL",0.151075306,0.058220943,9.285436264,NA,2,15,139.28154396
"IL2_7",22,32,"B2","7.5YR",6,6,"5YR",4,4,"SL",70,"F",10,8,"ST",0.160883369,0.065950224,9.493314452,NA,3,10,94.93314452
"IL2_7",32,48,"Bk","10YR",7,3,"7.5YR",5,4,"SL",70,"F",7,8.6,"VE",0.151075306,0.058220943,9.285436264,NA,4,16,148.566980224
"IL2_7",48,59,"C","7.5YR",6,4,"7.5YR",5,4,"SL",70,"F",7,8,"VE",0.151075306,0.058220943,9.285436264,NA,5,11,102.139798904
"IL2_7",59,59,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA
"IL2_8",0,6,"A","5YR",6,4,"5YR",4,3,"SL",60,"F",5,7,"NE",0.178911483,0.06204064,11.68708431,NA,1,6,70.12250586
"IL2_8",6,18,"B","5YR",5,6,"5YR",4,4,"SL",55,"VF",5,7.6,"SL",0.193537487,0.062486104,13.10513826,NA,2,12,157.26165912
"IL2_8",18,40,"B2","5YR",6,6,"5YR",4,4,"SL",55,"VF",5,7.6,"ST",0.193537487,0.062486104,13.10513826,NA,3,22,288.31304172
"IL2_8",40,46,"Cr","5YR",8,3,"7.5YR",6,4,"SL",55,"VF",5,8.2,"VE",0.193537487,0.062486104,13.10513826,NA,4,6,78.63082956
"IL2_8",46,46,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA
"IL2_9",0,8,"A","7.5YR",5,4,"7.5YR",3,4,"SL",75,"F",5,7.8,"SL",0.121022648,0.046719307,7.430334021,NA,1,8,59.442672168
"IL2_9",8,56,"B","7.5YR",6,4,"5YR",4,6,"SL",60,"F",5,8.2,"ST",0.178911483,0.06204064,11.68708431,NA,2,48,560.98004688
"IL2_9",56,56,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA
"IL2_10",0,5,"A","7.5YR",6,4,"7.5YR",4,4,"SL",70,"F",7,6.6,"NE",0.151075306,0.058220943,9.285436264,NA,1,5,46.42718132
"IL2_10",5,10,"B","7.5YR",5,4,"7.5YR",4,4,"SL",70,"F",5,7.8,"SL",0.144918306,0.053365269,9.155303766,NA,2,5,45.77651883
"IL2_10",10,72,"B2","7.5YR",6,4,"7.5YR",5,4,"SL",75,"F",7,8.2,"ST",0.129567114,0.051883922,7.768319141,NA,3,62,481.635786742
"IL2_10",72,74,"CB","7.5YR",8,3,"7.5YR",6,4,"SL",70,"MIX",7,8.4,"ST",0.151075306,0.058220943,9.285436264,NA,4,2,18.570872528
"IL2_10",74,74,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA
"IL3_1",0,6,"A","7.5YR",5,4,"7.5YR",3,4,"SiL",40,"F",5,7.6,"SL",0.253328306,0.058631164,19.46971424,NA,1,6,116.81828544
"IL3_1",6,16,"B","5YR",5,4,"5YR",4,4,"SiL",40,"F",7,7.8,"SL",0.251855662,0.062395066,18.94605953,NA,2,10,189.4605953
"IL3_1",16,34,"BC","5YR",6,4,"5YR",4,4,"SiL",40,"F",7,8.1,"ST",0.251855662,0.062395066,18.94605953,NA,3,18,341.02907154
"IL3_1",34,34,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA
"IL3_2",0,5,"A","10YR",5,4,"10YR",3,4,"LS",75,"F",5,7.6,"NE",0.121022648,0.046719307,7.430334021,NA,1,5,37.151670105
"IL3_2",5,130,"B","7.5YR",5,6,"7.5YR",4,4,"LS",80,"F",5,8.2,"VE",0.093772599,0.042975928,5.079667113,NA,2,125,634.958389125
"IL3_2",130,181,"B2","7.5YR",6,4,"7.5YR",5,4,"LS",80,"F",5,8.4,"VE",0.093772599,0.042975928,5.079667113,NA,3,51,259.063022763
"IL3_3",0,6,"A","7.5YR",6,4,"7.5YR",4,4,"SL",65,"VF",5,7.4,"NE",0.16366872,0.059024459,10.46442617,NA,1,6,62.78655702
"IL3_3",6,30,"B","7.5YR",7,4,"7.5YR",5,4,"SL",75,"VF",5,8,"ST",0.121022648,0.046719307,7.430334021,NA,2,24,178.328016504
"IL3_3",30,90,"B2","7.5YR",7,4,"7.5YR",5,4,"SL",75,"VF",7,8.2,"ST",0.129567114,0.051883922,7.768319141,NA,3,60,466.09914846
"IL3_3",90,124,"B3","7.5YR",7,6,"7.5YR",5,6,"SL",70,"VF",7,8.4,"ST",0.151075306,0.058220943,9.285436264,NA,4,34,315.704832976
"IL3_3",124,200,"B4","7.5YR",7,6,"7.5YR",5,6,"SL",60,"VF",5,8.4,"ST",0.178911483,0.06204064,11.68708431,NA,5,76,888.21840756
"IL3_4",0,4,"A","7.5YR",5,4,"7.5YR",3,4,"SL",35,"F",12,6.6,"NE",0.267460653,0.072419217,19.50414362,NA,1,4,78.01657448
"IL3_4",4,14,"A2","7.5YR",4,6,"7.5YR",3,4,"L",50,"F",12,6.6,"NE",0.211303612,0.075450414,13.58531977,NA,2,10,135.8531977
"IL3_4",14,27,"A3","7.5YR",4,6,"7.5YR",3,4,"L",45,"F",12,6.6,"NE",0.227717096,0.073739899,15.39771965,NA,3,13,200.17035545
"IL3_4",27,40,"AB","7.5YR",5,4,"7.5YR",4,4,"SL",70,"F",18,7.4,"SL",0.190855946,0.08948603,10.13699161,NA,4,13,131.78089093
"IL3_4",40,52,"B","7.5YR",6,4,"7.5YR",4,6,"SL",70,"F",12,7.6,"VE",0.167856754,0.071423555,9.643319988,NA,5,12,115.719839856
"IL3_4",52,86,"B2","7.5YR",6,4,"7.5YR",4,4,"L",50,"F",15,7.6,"VE",0.213599127,0.082595004,13.10041224,NA,6,34,445.41401616
"IL3_4",86,100,"B3","7.5YR",6,4,"7.5YR",4,6,"SL",75,"F",18,7.6,"VE",0.182026906,0.085063704,9.696320252,NA,7,14,135.748483528
"IL3_4",100,138,"C","7.5YR",6,4,"7.5YR",4,6,"SL",60,"F",15,8.2,"VE",0.195908228,0.08454388,11.13643481,NA,8,38,423.18452278
"IL3_4",138,146,"Cr","7.5YR",6,6,"7.5YR",4,6,"SL",75,"MIX",10,8.2,"ST",0.142929541,0.060082649,8.284689241,NA,9,8,66.277513928
"IL3_6",0,7,"A","7.5YR",5,4,"7.5YR",4,3,"SL",70,"F",7,7.6,"NE",0.151075306,0.058220943,9.285436264,NA,1,7,64.998053848
"IL3_6",7,42,"B","7.5YR",5,6,"5YR",4,4,"SL",70,"F",7,8,"ST",0.151075306,0.058220943,9.285436264,NA,2,35,324.99026924
"IL3_6",42,74,"Cr","5YR",7,3,"2.5YR",5,4,"SL",70,"F",7,8.3,"VE",0.151075306,0.058220943,9.285436264,NA,3,32,297.133960448
"IL3_7",0,4,"A","7.5YR",5,4,"7.5YR",4,4,"SL",70,"F",7,7.4,"NE",0.151075306,0.058220943,9.285436264,NA,1,4,37.141745056
"IL3_7",4,8,"B","7.5YR",5,6,"7.5YR",4,4,"SL",70,"F",7,8,"VS",0.151075306,0.058220943,9.285436264,NA,2,4,37.141745056
"IL3_7",8,27,"Cr","5YR",5,6,"7.5YR",4,4,"SL",60,"F",7,8.1,"ST",0.181338524,0.065918486,11.54200385,NA,3,19,219.29807315
"IL3_7",27,27,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA
"IL3_9",0,6,"A","7.5YR",6,4,"7.5YR",4,4,"LS",80,"F",7,7.8,"VS",0.104209268,0.047858639,5.635062899,NA,1,6,33.810377394
"IL3_9",6,18,"BA","7.5YR",5,6,"7.5YR",4,4,"SL",70,"F",7,8.2,"SL",0.151075306,0.058220943,9.285436264,NA,2,12,111.425235168
"IL3_9",18,57,"B","7.5YR",6,6,"7.5YR",5,6,"SL",70,"F",7,8.2,"ST",0.151075306,0.058220943,9.285436264,NA,3,39,362.132014296
"IL3_9",57,85,"B2","7.5YR",7,6,"7.5YR",6,6,"SL",70,"F",7,8.2,"ST",0.151075306,0.058220943,9.285436264,NA,4,28,259.992215392
"IL3_9",85,106,"Cr","10YR",8,3,"7.5YR",8,6,"LCS",75,"CO",5,8.4,"VE",0.121022648,0.046719307,7.430334021,NA,5,21,156.037014441
"IL3_9",106,106,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA
"IL3_10",0,7,"A","7.5YR",6,4,"7.5YR",4,3,"SL",55,"F",5,7,"SL",0.193537487,0.062486104,13.10513826,NA,1,7,91.73596782
"IL3_10",7,58,"B","7.5YR",7,4,"7.5YR",5,4,"SL",70,"F",5,8.1,"SL",0.144918306,0.053365269,9.155303766,NA,2,51,466.920492066
"IL3_10",58,120,"B2","7.5YR",7,4,"7.5YR",5,4,"SL",65,"F",5,8.2,"ST",0.16366872,0.059024459,10.46442617,NA,3,62,648.79442254
"IL3_10",120,152,"C","7.5YR",8,4,"7.5YR",5,6,"SL",70,"CO",5,8.4,"ST",0.144918306,0.053365269,9.155303766,NA,4,32,292.969720512
"IL3_10",152,154,"C2","5YR",7,4,"5YR",4,4,"SL",75,"VF",7,8.6,"VE",0.129567114,0.051883922,7.768319141,NA,5,2,15.536638282
"IL3_10",154,154,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA
"IL4_2",0,7,"A","7.5YR",7,4,"7.5YR",5,4,"SL",70,"F",5,7.8,"SL",0.144918306,0.053365269,9.155303766,NA,1,7,64.087126362
"IL4_2",7,70,"B","7.5YR",7,4,"7.5YR",5,4,"SL",70,"F",5,8.2,"ST",0.144918306,0.053365269,9.155303766,NA,2,63,576.784137258
"IL4_2",70,138,"B2","7.5YR",8,4,"7.5YR",6,4,"SL",65,"F",5,8.4,"ST",0.16366872,0.059024459,10.46442617,NA,3,68,711.58097956
"IL4_2",138,200,"BC","7.5YR",8,4,"7.5YR",6,4,"LS",80,"MIX",5,8.4,"ST",0.093772599,0.042975928,5.079667113,NA,4,62,314.939361006
"IL4_3",0,6,"A","7.5YR",5,4,"7.5YR",3,4,"SiL",40,"F",3,7.8,"SL",0.254200407,0.055172901,19.90275063,NA,1,6,119.41650378
"IL4_3",6,25,"B","5YR",6,4,"5YR",4,4,"L",35,"F",15,8.1,"ST",0.263902614,0.078769439,18.5133175,NA,2,19,351.7530325
"IL4_3",25,25,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA
"IL4_4",0,7,"A","5YR",7,6,"5YR",5,4,"SL",65,"MIX",7,7.6,"SL",0.167764684,0.063338233,10.44264508,NA,1,7,73.09851556
"IL4_4",7,15,"Cr","5YR",6,6,"5YR",5,4,"SL",70,"MIX",7,7.8,"ST",0.151075306,0.058220943,9.285436264,NA,2,8,74.283490112
"IL4_5",0,6,"A","7.5YR",6,4,"7.5YR",4,4,"SL",75,"F",7,7.8,"SL",0.129567114,0.051883922,7.768319141,NA,1,6,46.609914846
"IL4_5",6,23,"B","7.5YR",5,6,"7.5YR",4,4,"LS",80,"F",5,8.1,"ST",0.093772599,0.042975928,5.079667113,NA,2,17,86.354340921
"IL4_5",23,23,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA
"IL4_7",0,6,"A","7.5YR",5,4,"7.5YR",3,4,"SL",60,"F",3,7.4,"SL",0.176876498,0.058447655,11.84288425,NA,1,6,71.0573055
"IL4_7",6,110,"B","5YR",6,4,"5YR",4,4,"SL",60,"F",7,8.2,"ST",0.181338524,0.065918486,11.54200385,NA,2,104,1200.3684004
"IL4_7",110,165,"B2","5YR",7,3,"5YR",5,3,"SL",65,"F",10,8.2,"ST",0.17465399,0.070339948,10.43140426,NA,3,55,573.7272343
"IL4_7",165,200,"B3","5YR",7,4,"5YR",4,4,"SL",70,"F",5,8.2,"ST",0.144918306,0.053365269,9.155303766,NA,4,35,320.43563181
"IL4_8",0,10,"A","7.5YR",7,4,"7.5YR",5,4,"SL",70,"F",5,8.1,"SL",0.144918306,0.053365269,9.155303766,NA,1,10,91.55303766
"IL4_8",10,10,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA
"IL4_9",0,9,"A","7.5YR",6,4,"7.5YR",4,4,"SL",65,"F",5,7.6,"SL",0.16366872,0.059024459,10.46442617,NA,1,9,94.17983553
"IL4_9",9,22,"B","7.5YR",6,4,"7.5YR",4,4,"SL",65,"F",3,7.8,"ST",0.159904349,0.054985829,10.49185197,NA,2,13,136.39407561
"IL4_9",22,32,"Bw","7.5YR",6,4,"7.5YR",5,4,"SL",65,"F",3,7.8,"ST",0.159904349,0.054985829,10.49185197,NA,3,10,104.9185197
"IL4_9",32,32,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA
"IL4_10",0,7,"A","7.5YR",6,4,"7.5YR",4,4,"SL",60,"VF",3,7.4,"SL",0.176876498,0.058447655,11.84288425,NA,1,7,82.90018975
"IL4_10",7,102,"B","7.5YR",7,6,"7.5YR",5,6,"SL",65,"VF",3,8,"ST",0.159904349,0.054985829,10.49185197,NA,2,95,996.72593715
"IL4_10",102,109,"C","7.5YR",8,2,"7.5YR",5,4,"SL",70,"VF",3,8.2,"ST",0.138974053,0.048732005,9.024204783,NA,3,7,63.169433481
"IL4_10",109,200,"C2","7.5YR",8,3,"7.5YR",5,4,"LS",75,"VF",3,8.4,"VE",0.112720965,0.041797128,7.092383724,NA,4,91,645.406918884
"M1_1",0,8,"A","7.5YR",6,4,"7.5YR",4,3,"LS",80,"F",7,7.8,"VS",0.104209268,0.047858639,5.635062899,NA,1,8,45.080503192
"M1_1",8,70,"BA","7.5YR",6,4,"7.5YR",4,4,"SL",75,"F",7,8.2,"SL",0.129567114,0.051883922,7.768319141,NA,2,62,481.635786742
"M1_1",70,122,"B","7.5YR",7,4,"7.5YR",5,4,"SL",65,"F",10,8.2,"ST",0.17465399,0.070339948,10.43140426,NA,3,52,542.43302152
"M1_1",122,182,"B2","7.5YR",7,5,"7.5YR",5,4,"SL",70,"F",7,8.6,"ST",0.151075306,0.058220943,9.285436264,NA,4,60,557.12617584
"M1_2",0,4,"A","7.5YR",5,4,"7.5YR",4,3,"SL",70,"F",5,8,"SL",0.144918306,0.053365269,9.155303766,NA,1,4,36.621215064
"M1_2",4,79,"B","7.5YR",6,4,"7.5YR",4,4,"SL",70,"F",5,8.2,"ST",0.144918306,0.053365269,9.155303766,NA,2,75,686.64778245
"M1_2",79,141,"B2","7.5YR",6,4,"7.5YR",4,4,"SL",70,"F",5,8.2,"VE",0.144918306,0.053365269,9.155303766,NA,3,62,567.628833492
"M1_2",141,187,"B3","7.5YR",7,4,"7.5YR",5,4,"SL",70,"F",5,8.2,"VE",0.144918306,0.053365269,9.155303766,NA,4,46,421.143973236
"M1_4",0,4,"A","10YR",5,3,"7.5YR",4,2,"LS",80,"F",5,7.6,"NE",0.093772599,0.042975928,5.079667113,NA,1,4,20.318668452
"M1_4",4,47,"B","7.5YR",6,4,"7.5YR",4,4,"LS",80,"F",5,8,"SL",0.093772599,0.042975928,5.079667113,NA,2,43,218.425685859
"M1_4",47,76,"B2","7.5YR",6,4,"7.5YR",4,4,"LS",75,"F",7,8.2,"ST",0.129567114,0.051883922,7.768319141,NA,3,29,225.281255089
"M1_4",76,171,"C","7.5YR",7,4,"7.5YR",5,6,"LS",80,"M",5,8.4,"ST",0.093772599,0.042975928,5.079667113,NA,4,95,482.568375735
"M1_5",0,6,"A","7.5YR",6,4,"7.5YR",4,4,"SL",60,"F",7,6.6,"NE",0.181338524,0.065918486,11.54200385,NA,1,6,69.2520231
"M1_5",6,50,"B","5YR",6,6,"5YR",4,6,"SL",65,"F",10,7.8,"SL",0.17465399,0.070339948,10.43140426,NA,2,44,458.98178744
"M1_5",50,71,"Bt","5YR",7,4,"5YR",5,6,"L",40,"F",25,8.2,"ST",0.246798409,0.104723514,14.20748947,NA,3,21,298.35727887
"M1_5",71,131,"Bt2","5YR",6,4,"5YR",4,4,"L",30,"F",23,8.2,"ST",0.273109783,0.096957737,17.61520455,NA,4,60,1056.912273
"M1_5",131,131,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA
"M1_6",0,9,"A","7.5YR",7,4,"7.5YR",4,4,"SL",70,"VF",5,7.6,"SL",0.144918306,0.053365269,9.155303766,NA,1,9,82.397733894
"M1_6",9,87,"B","7.5YR",7,6,"7.5YR",4,4,"SL",75,"VF",7,8.2,"ST",0.129567114,0.051883922,7.768319141,NA,2,78,605.928892998
"M1_6",87,181,"B2","7.5YR",8,4,"7.5YR",6,4,"SL",75,"VF",7,8.4,"VE",0.129567114,0.051883922,7.768319141,NA,3,94,730.221999254
"M1_7",0,8,"A","7.5YR",5,3,"7.5YR",4,2,"SL",70,"F",5,7.5,"ST",0.144918306,0.053365269,9.155303766,NA,1,8,73.242430128
"M1_7",8,23,"B","7.5YR",6,3,"7.5YR",4,3,"SL",70,"F",5,8,"ST",0.144918306,0.053365269,9.155303766,NA,2,15,137.32955649
